time,open,high,low,close,VWAP,MA #1,MA #2,MA #3,BB Basis,BB #1 Upper,BB #1 Lower,BB #2 Upper,BB #2 Lower,Volume,Volume MA,Amplitude
2022-02-03T21:26:00-06:00,14757.5,14759.25,14757.25,14757.75,14752.48419763588,14760.399211345599,14761.436402210633,14753.424173223757,14762.0375,14769.675030685152,14754.399969314849,14773.493796027728,14750.581203972273,44,69.95,3.608569078263942
2022-02-03T21:27:00-06:00,14757.75,14758.25,14755.5,14757.25,14752.490942771792,14759.3494742304,14760.675238172336,14753.54961016724,14762.025,14769.69295279938,14754.35704720062,14773.52692919907,14750.52307080093,51,66.15,3.5531775248275586
2022-02-03T21:28:00-06:00,14757.25,14757.75,14756,14756.75,14752.494881736164,14758.482982820266,14759.96155850464,14753.654540981428,14761.9375,14769.801778412691,14754.073221587309,14773.733917619036,14750.141082380964,31,65.2,3.436843490967716
2022-02-03T21:29:00-06:00,14756.25,14760.25,14755,14760,14752.501113189715,14758.98865521351,14759.968547867433,14753.862588818103,14762.125,14769.60747953237,14754.64252046763,14773.348719298552,14750.901280701448,36,65.05,3.553821330260121
2022-02-03T21:30:00-06:00,14759.25,14763.5,14757.25,14757.5,14752.514429014598,14758.492436809007,14759.519720982446,14753.981848201116,14762.0625,14769.676426382119,14754.448573617881,14773.483389573177,14750.641610426823,66,64.9,3.727768341211081
2022-02-03T21:31:00-06:00,14758,14758,14749,14750.75,14752.51470730668,14755.911624539338,14757.925226258365,14753.875885965013,14761.6625,14770.647591816047,14752.677408183954,14775.140137724069,14748.184862275932,139,69.4,4.067912319197463
2022-02-03T21:32:00-06:00,14749.25,14753.5,14749,14749.5,14752.510688778715,14753.774416359558,14756.393366938662,14753.732414294029,14761.15,14771.568013250415,14750.731986749584,14776.777019875622,14745.522980124377,75,70.05,4.095788943765369
2022-02-03T21:33:00-06:00,14750.25,14753.75,14750,14752.75,14752.510260419684,14753.432944239705,14755.730936586178,14753.700203989307,14760.675,14771.697817252247,14749.652182747752,14777.209225878369,14744.14077412163,43,66.05,4.073479979651474
2022-02-03T21:34:00-06:00,14752.75,14754,14751.25,14752,14752.51017918451,14752.955296159804,14755.052584479601,14753.644459596215,14759.8375,14770.824168061146,14748.850831938853,14776.31750209172,14743.357497908279,30,59.5,3.988094174512669
2022-02-03T21:35:00-06:00,14752.25,14754.25,14750.75,14754.25,14752.510808623781,14753.386864106536,14754.906660028764,14753.664313379946,14759.0375,14769.171940042086,14748.903059957915,14774.239160063129,14743.835839936872,38,55.55,3.9566042277699163
2022-02-03T21:36:00-06:00,14754,14754.25,14751.5,14752,14752.51084842533,14752.924576071024,14754.37817638717,14753.609745728145,14758.3125,14768.281044279265,14748.343955720735,14773.2653164189,14743.3596835811,19,53.65,3.878758793720244
2022-02-03T21:37:00-06:00,14752.5,14755.5,14752.5,14755.5,14752.513659744256,14753.783050714015,14754.582144316775,14753.671721278042,14757.9,14767.6139075564,14748.186092443599,14772.470861334601,14743.329138665398,49,53.15,3.8220646779963574
2022-02-03T21:38:00-06:00,14755,14756.5,14753.25,14755.5,14752.515955351912,14754.355367142676,14754.749027168271,14753.731664842697,14757.5625,14767.116131509738,14748.008868490262,14771.892947264605,14743.232052735395,31,52.2,3.785157279415947
2022-02-03T21:39:00-06:00,14756.5,14758.75,14755.5,14757,14752.525019173618,14755.23691142845,14755.158294955858,14753.838823372444,14757.2125,14766.29858139462,14748.12641860538,14770.84162209193,14743.58337790807,69,53.65,3.7506310033245955
2022-02-03T21:40:00-06:00,14757,14757,14754.5,14756,14752.527396177611,14755.491274285634,14755.311332236612,14753.909681622528,14756.9125,14765.738987127635,14748.086012872365,14770.152230691452,14743.672769308549,25,53.2,3.6699451321423635
2022-02-03T21:41:00-06:00,14756.25,14758.75,14754.75,14757.5,14752.533685856963,14756.160849523756,14755.709271829955,14754.027396979167,14756.625,14764.968410570762,14748.281589429238,14769.140115856144,14744.109884143856,49,50.9,3.6912389945847917
2022-02-03T21:42:00-06:00,14756.75,14757.25,14753.75,14754.75,14752.536878314462,14755.69056634917,14755.534858769963,14754.05108888149,14756.1125,14763.544651442025,14748.680348557973,14767.260727163039,14744.96427283696,41,52.25,3.67890099493416
2022-02-03T21:43:00-06:00,14756.25,14756.25,14754.5,14756.25,14752.537954551966,14755.87704423278,14755.664884448151,14754.123184327998,14755.675,14761.894123742839,14749.45587625716,14765.003685614258,14746.34631438574,12,51.9,3.554455769454537
2022-02-03T21:44:00-06:00,14756.25,14756.5,14753.25,14754,14752.538774789227,14755.251362821853,14755.36217818485,14754.119145497572,14755.225,14760.487841436949,14749.962158563052,14763.119262155424,14747.330737844577,14,50.85,3.5348134617477927
2022-02-03T21:45:00-06:00,14754.25,14760.25,14753.75,14758.75,14752.548869386239,14756.41757521457,14755.978145787605,14754.270976792734,14755.2875,14760.684895197588,14749.890104802413,14763.383592796381,14747.19140720362,70,46.6,3.7261158190543866
2022-02-03T21:46:00-06:00,14758.5,14759,14756.75,14757.25,14752.555590449272,14756.695050143046,14756.20939200804,14754.368649684775,14755.2625,14760.618512963623,14749.906487036378,14763.296519445434,14747.228480554568,46,46.7,3.6308825404057163
2022-02-03T21:47:00-06:00,14756.5,14757,14754.75,14754.75,14752.55701879542,14756.046700095363,14755.944048006579,14754.3811529738,14755.1375,14760.418302487707,14749.856697512294,14763.05870373156,14747.216296268442,17,45,3.5417933442505087
2022-02-03T21:48:00-06:00,14754.25,14758,14754.25,14755,14752.559385989925,14755.697800063575,14755.772402914474,14754.401443040233,14755.05,14760.278766599551,14749.821233400447,14762.893149899326,14747.206850100672,26,44.75,3.555226031718218
2022-02-03T21:49:00-06:00,14755.25,14756.5,14755,14755.75,14752.561749677077,14755.715200042383,14755.768329657296,14754.44565802252,14754.8375,14759.565805728482,14750.109194271517,14761.929958592722,14747.745041407277,26,44.25,3.4226308038654296
2022-02-03T21:50:00-06:00,14755.75,14758.5,14753.75,14757.25,14752.566904748355,14756.226800028255,14756.037724265061,14754.537603661125,14754.825,14759.52632959511,14750.123670404892,14761.876994392665,14747.773005607336,46,43.25,3.508267526196692
2022-02-03T21:51:00-06:00,14757.75,14762.75,14757.75,14762.25,14752.577583103608,14758.23453335217,14757.167228944141,14754.790469114858,14755.4,14760.737134063736,14750.062865936263,14763.405701095606,14747.394298904394,45,38.55,3.6045083309581956
2022-02-03T21:52:00-06:00,14761.25,14762.25,14756.5,14759.75,14752.58936694376,14758.739688901447,14757.63682368157,14754.953076684862,14755.9125,14760.83762689369,14750.98737310631,14763.300190340533,14748.524809659468,60,37.8,3.742927148315731
2022-02-03T21:53:00-06:00,14758.25,14759.75,14755.75,14757.75,14752.593901770699,14758.409792600965,14757.657401194012,14755.044779088637,14756.1625,14760.925049211342,14751.399950788658,14763.306323817014,14749.018676182986,31,37.2,3.759512493585684
2022-02-03T21:54:00-06:00,14758.75,14759.75,14757.25,14757.5,14752.596112433414,14758.106528400644,14757.6287827951,14755.125278134912,14756.4375,14760.827474376218,14752.047525623782,14763.022461564326,14749.852538435674,14,36.4,3.6782536230317686
2022-02-03T21:55:00-06:00,14757.75,14760.75,14755.5,14758.25,14752.604465506673,14758.154352267096,14757.74173137781,14755.227728032129,14756.6375,14760.974765842175,14752.300234157827,14763.143398763263,14750.131601236739,53,37.15,3.7796566150942352
2022-02-03T21:56:00-06:00,14759.25,14761,14758.5,14760.25,14752.609220670285,14758.852901511398,14758.197780218208,14755.392392686814,14757.05,14761.104626993598,14752.9953730064,14763.131940490397,14750.968059509602,23,37.35,3.697098123797833
2022-02-03T21:57:00-06:00,14761,14763.5,14757.25,14759.75,14752.622871509746,14759.151934340933,14758.480001996715,14755.535265057739,14757.2625,14761.414231559003,14753.110768440998,14763.490097338503,14751.034902661499,64,38.1,3.861801470649586
2022-02-03T21:58:00-06:00,14758.75,14763.25,14758.25,14759,14752.64028974489,14759.101289560622,14758.574547088221,14755.648862924698,14757.4375,14761.572336750383,14753.302663249617,14763.639755125574,14751.235244874426,82,40.65,3.9352336338334837
2022-02-03T21:59:00-06:00,14759.5,14761.5,14759.5,14761,14752.643678403558,14759.734193040415,14759.015538526726,14755.82431004192,14757.6375,14762.046227138948,14753.228772861054,14764.250590708423,14751.024409291578,15,37.95,3.810379851005517
2022-02-03T22:00:00-06:00,14761,14766.5,14760,14763.75,14752.67270877193,14761.072795360276,14759.876349703685,14756.08416872907,14758.025,14763.101662293097,14752.948337706903,14765.639993439645,14750.410006560354,96,41.5,3.983903731585806
2022-02-03T22:01:00-06:00,14763.75,14766.25,14763,14764,14752.695082602564,14762.048530240185,14760.626104303015,14756.343704180576,14758.35,14764.04517340052,14752.65482659948,14766.89276010078,14749.80723989922,68,42.45,3.9365551037415605
